,review_id,star_rating,review_headline_clean,review_body_clean,compound,neg,neu,pos
173,R38XQFY2FM50T6,1,waste money,buy hair drier girlfriend month ago expect great attachment attach dry useless late exchange product,0.5423,0.133,0.569,0.299
174,RPQX8U7TZ2JPB,2,super glue blow dryer suck,wire mesh vacuum back even attach super glue blow dryer suck hair back,0.25,0.163,0.618,0.219
175,R24K26HS4HRTZI,4,nice think cool shot lock,nice think cool shot lock button main reason buy work well seem heat like one,0.8271,0.0,0.531,0.469
176,R2J8G406040BNS,5,must buy,fan speed stable fast!<br temperature selection useful neither cold hot short hair~~<br highly reommend,0.7712,0.0,0.588,0.412
177,R2VG5HFLMOI9SN,3,hair dryer great volumizing finger diffuser terrible,hair dryer great volumizing finger diffuser terrible finger attachment make rubber break,0.4939,0.168,0.489,0.342
178,R3NY2QGY1RPPQG,5,compact powerful easy use,really like hairdryer fact purchase item replace exact hairdryer probably five year finally fizzle comfortable hold dry long thick hair quickly easy feat leave hair smooth shiny initially replace old hairdryer different expensive ionic hairdryer get result look exact replacement amazon pleasantly surprise find mention good price needle say hesitate click button i'm glad did.<br br pros:<br tourmaline ceramic technology emits infrared heat negative ion make gentle hair faster drying<br lightweight comfortable hold use<br long cord<br foldable pack store easily compactly<br br cons:<br separate heat speed settings<br on/off switch little difficult use<br retractable cord,0.9647,0.078,0.666,0.256
179,R239WG6NZNVP7J,1,one star,junk highly recomended broke week use,-0.4728,0.381,0.619,0.0
180,R3MJ1HRSNHKFLJ,5,wonderful hair dryer road trip,i'm road vacation bring dryer long hair swim lot chlorinate pool mean ton shower wet hair dryer work great quiet efficient really dry hair quickly sn't hot burn fine hair bonus get smooth textured outcome air dry give me.<br br aesthetic side love textured feel dryer's exterior silky matte finish much enjoy lovely color well,0.9723,0.022,0.65,0.328
181,R2ZDX4VBVP18RX,5,sleek,hairdryer noisy past prime delighted try new remington dryer sleek quiet bit heavier old conair heavy uncomfortable hold fact nice slim grip like matte finish hair indeed shiny promise unexpected extra stay straighter real bonus heat humidity may never use attachment diffuser focus stream nice i'm enjoy new dryer look forward long relationship,0.935,0.089,0.618,0.293
182,R1UBJXGXL32M3U,5,five star,love dryer prefect daughter,0.6369,0.0,0.417,0.583
183,R2M2LJ7GISCJZ4,5,great work hair dry economical price,great hair dryer fantastic price contains elements old much expensive hair dryer use ionic ceramic toumaline help reduce frizz static occurs blow dry hair three heat setting two blower speed generally use medium heat high blower like option quicker dry high heat need also include cool shot button allow quickly cool dryer midst dry styling.<br br easily removable filter huge plus ruined dryer realize need clean filter periodically take filter blow clear dust accumulates time one week help keep dryer run well burn place towel hook next bathroom sink hang dryer keep counter save room keep within easy reach.<br br dryer come concentrator style hair try focus dry effort well diffuser latter important hair lot wave curl blow dry without diffuser turn frizz instead curls.<br br i'm please dry recommend good fairly inexpensive choice,0.9917,0.018,0.673,0.309
184,R5ZGQKKWM8EZK,5,great value heavy duty motor bell whistle year warranty,"already lot like select daughter like color good purple.<br shot love cleanable filter important feature keep airflow go strong key ability dry hair quickly would think hair dryer would it!<br br feature three heat setting two power setting wish power settings!)<br concentrator diffuser daughter head full natural curl say essential attachment curl like her.<br also heat protection keep hair free frizz fly aways dry hair fast long hair tangle blow dry high,<br br like purple model differs one a<br four year warranty oppose yr warranty say salon quality ac motor time longer life<br explains longer warranty get good value suppose last twice long purple one function excellently money tight get purple one extra would go one",0.9913,0.0,0.689,0.311
185,R3Q1FG7H6RV3PX,4,nicely design watt blow dryer that's super lightweight great value,good blow dryer three heat two speed setting cool shot button help set style watts nice strong though powerful professional hair dryer dry hair faster hair get split end damage love dryer design protect heat damage time tell feature work sure need also usual attachment never use look typically come blow dryer big problem blow dryer motor die regularly cleaning lint filter draw dust cause motor overheat one great feature remington removable filter easy clean definitely prolong life hair dryer filter clean regularly.<br br hair come smooth nice remington favorite part design comfortable hold control place well comfortable use super lightweight also dryer loud others look great purple wish cord little longer long enough plugging high outlet bathroom need use low outlet another room cord short stand dry hair though adequate sit i'm use longer cord others may mind cord length i'm take one star think cord least foot long overall however definitely recommend hair dryer great feature work well great value,0.9968,0.066,0.551,0.383
186,R1LU6MAM378SEH,2,work long,work great month simply would longer turn,0.6249,0.0,0.594,0.406
187,R3272AX2WU9XI8,4,bonnet open small way elastic adjust button,gotten use yet can't get elastic bonnet open wide enough get roller painful attempt even without roller go joanns get elastic rethread bonnet open first finally get use may review remove elastic work much good still put back much longer piece elastic,0.0,0.063,0.873,0.063
188,R25JPULLFQ7YPQ,5,five star,great quality,0.6249,0.0,0.196,0.804
189,R7NWIOCA5RVPR,5,love cool shot feature filter cleanable,"let start removable filter allow clean dust previous dryer option filter would clog diminish airflow dry ability important feature me,you would think hair dryer would it!<br feature heat setting power setting wish annnd iove love love thin fine hair set hair heat roller use feature speed curl stay longer hair cool take roller curl fall quickly use set last longer.<br use concentrator need diffuser naturally curly nice attachment have.<br heat protection help keep hair frizz fly away free dry hair fast long hair tangle blow dry setting curls.<br year warranty great price get would recommend dryer",0.9897,0.0,0.66,0.34
190,R19FEVT1FQGVEA,5,five star,love get paper register/warrantee product,0.6369,0.0,0.488,0.512
191,R1334SZ1MRLOV1,5,awesome,bit heavy love curly frizzy hair help control price great can't compare dryer within price range,0.9001,0.0,0.542,0.458
192,REZY6JGJ99RDZ,5,five star,excelente,0.0,0.0,1.0,0.0
193,RTKNIPZHVDFQW,4,good,good,0.4404,0.0,0.0,1.0
194,RYDDWEFO1455V,5,girl's best electronic friend,need new dryer shopping around i've look one online time justify price go sale jumped get first use silver like one picture buy color care mine kind gunmetal black beautifully package easy understand direction switch i'm dry hair launch rocket space bit heavier last dryer uncomfortable notice really mild chemical odor use dry high set i'm guess case heating odor go away never overpower make think dryer go explode hand anything dryer dry thick mid-back length hair minute claim another reviewer think significantly decrease dry time take minute would still damp spot little extra time fiddle around style because.....my hair look awesome seriously could hair product commercial right i'm kid feel like gorgeous hair go waste sit inside write amazon review baby deserve sat right would never believe dryer would make much difference otherwise i'd buy age ago truly look like walked salon want stockpile never live without phenomenal deal sale would pay full price knowing know,0.9825,0.046,0.751,0.203
195,R4RV6DTH4PTJA,5,five star,love hair dry less minute best,0.8451,0.0,0.33,0.67
196,R1HI1ZGO71ZCZ7,5,glad finally wised,never realize spending little hairdryer could worth cut drying time half i've never even think order high end hair dryer glad finally wised,0.617,0.074,0.673,0.253
197,R29JDZDNRBCLAS,3,three star,strong old build unit stock name spec,0.5106,0.0,0.645,0.355
198,R1IEQJ6F4A6VKO,5,air power,love finally hairdryer powerful air right heat setting break bank three heat setting feel like cold warm hot two speed setting high low happy ease select want plus great air flow.<br br major plus high-pitch screeching whine conair many brand power allure relatively quiet dryer noise scale would venture say depend setting comparison would rate conairs probably blow dryer i've use dis'ing conair mostly use brand past decade.<br br wish allure button right side oppose face inside toward head find button tad easy inadvertently press that's personal preference maybe like way hand leave right-handed family member might good solution.<br br either way personally love dryer five star,0.9878,0.042,0.656,0.302
199,RUG3DDTLTMQG1,5,hotel vacation like much come home order one,use one hotel vacation like much come home order one work much fast old one,0.3612,0.0,0.848,0.152
200,RCY2135PRE9JT,4,great blowdryer price get job do,great blowdryer price get job do however set noisy would like,0.7096,0.104,0.491,0.405
201,R3M90DCSHBOWIQ,5,five star,good,0.4404,0.0,0.0,1.0
202,R1WH2H57EIAU7E,2,like use dryer,overall like use dryer get replace twice less three year would recommend long-lasting product recent one last ten month even get use daily,0.6124,0.0,0.808,0.192
203,R2RH9KLFJQKLUB,5,five star,professional grade home,0.0,0.0,1.0,0.0
204,R339QLE6WNVRB7,5,excellent buy price point,great hair dryer price,0.6249,0.0,0.423,0.577
205,R2B9QG5L6SRRKU,5,wow--that fast,get old hairdryer start get beat really surprised quickly hair dry use long hair usually take dry literally take minute get dry really surprising wasnt superhot either also shine surprise dont know dryer shine hair didnt expect claim box really true particularyl dryer price great deal,0.9166,0.0,0.747,0.253
206,RLBHOI5D7LZN8,5,perfect post-workout need,normally use hair dryer office gym work want long hair drip place hair straight need diffuser attachment come dryer surprise quiet hair dryer much volume warm air generates hair dry minute dryer light efficient love color impressive addition hair care regime,0.9633,0.0,0.583,0.417
207,RPSB8A2MPWMKT,5,love fold easy,buy take trip europe love fold easy convert voltage importantly small dryer work really well great purchase....buy,0.9448,0.0,0.426,0.574
208,R2BCC54Z1728KE,5,cut frizz,really work i've try several ceramic ionic dryer past year saw absolutely difference fine prone frizz hair come blow dry new panasonic hair look smoother less frizzy stay way day keeper,0.2682,0.0,0.935,0.065
209,R1EXTDLM1DGFS,5,light powerful,light powerful great travel dry hair quickly,0.7845,0.0,0.42,0.58
210,R1O1F7FXVKWKHO,3,winner heat element give quickly,i’m always search hair dryer blow dry thick curly hair well stylist know know it’s person tool dry barely touch flat iron dry little work straighten wavy stragglers.<br br review compare revlon tourmaline ionic ceramic dryer remington t|studio silk ac professional hair dryer one remington damage control dc ceramic hair dryer).<br br have:<br wattage<br three heat settings<br two speed settings<br cool shot feature<br diffuser concentrator attachments<br ionic technology<br ceramic technology<br hang loop<br br revlon come removable filter two remingtons tstudio doesn’t say box description company website confirm revlon remington damage control tourmaline technology tstudio not.<br br revlon’s concentrator attachment stay remington’s fall often put dryer adjust hair come time hot put back on.<br br three take time dry hair may get slightly good result less wavy remingtons revlon say “may” difference wasn’t large enough clear day well job others human error know.<br br damage control felt like take less effort reason likely it’s light three shell dc revlon plastic t|studio use good quality material could better quality material make heavier.<br br assume dc cheap t|studio plastic shell even though tourmaline technology t|studio not.<br br i’ve yet try diffuser whenever wear hair curly let dry naturally that’s whole point go curly hair dry noise can’t answer one quiet i’m deaf it’s good idea wear hear aid dry wet hair br br winner remington dc take least amount effort use produce result others t|studio heavy revlon doesn’t perform well dc.<br br update november downgrade dryer star star heat element give get hot last couple week switch back old dryer could see big difference last three months.enever wear hair curly let dry naturally that’s whole point go curly hair dry noise can’t answer one quiet i’m deaf it’s good idea wear hear aid dry wet hair br br winner remington dc take least amount effort use produce result others t|studio heavy revlon doesn’t perform well dc.<br br update november downgrade dryer star star heat element give get hot last couple week switch back old dryer could see big difference last three month,0.9706,0.033,0.862,0.105
211,R9SYX5GRRW5VU,3,take twice long dry hair model remington hair dryer,multiple remington hairdryers least favorite loud heavy hold actually take long dry hair one love color thats two remington hair dryer add benefit smooth tame frizz etc one normal thrill hair dryer take almost twice long dry hair high hottest set motor seem strong one would purchase future,0.889,0.042,0.735,0.222
